board,0.022809569319318133
income,-0.00023727640051318294
event,-0.010761695922447906
past,-0.012338701451394448
agency,0.019112592955265604
mother,0.029717311682353083
deal,-0.03342811018963553
seek,-0.011841720501319862
oct,-0.0006271325997096808
stand,-0.013484840585697034
page,0.017929943764594482
area,0.05011066612188405
performance,0.00810635591637448
hear,0.0028074078316446963
health,-0.031067746463228154
dec,0.009877093078990627
father,0.041692359867373185
support,-0.008456362799442754
fire,-0.0018009345456000943
security,0.0053379028661303335
presidential,-0.028475024440512493
aug,-0.013284743707889752
account,-0.004058910631625001
vice,0.028000325059217686
provide,-0.01701531471703693
create,-0.0036487944218341908
husband,0.06127843076984957
feb,0.016705356521068332
puzzle,0.0035764961909105094
agreement,0.0034925781387430757
economic,1.4626969449770019e-05
industry,-0.00366108108104402
nov,0.00018132951921070138
reach,0.014923319668518122
oil,0.029672603460571077
grow,0.007916522090855046
financial,-0.0002504699286307282
coach,-0.022396588188899173
nation,-0.021212903847233202
star,-0.0036560716445972674
democratic,-0.037226663318965125
secretary,0.011186973276340474
send,0.0033047415273981594
policy,-0.00171603281287245
break,-0.032644634052032905
feel,0.014682140772274315
hope,-0.005689465152555315
control,0.001839111154242306
fight,0.013762896917945893
site,0.026093347905711387
jan,0.004233116825311407
serve,-0.0019114176289969107
schedule,-0.0350622791916307
list,-0.029356077222935456
center,-0.0032076122431558144
problem,-0.0042878806981655
movie,-0.0028593840112661577
half,-0.0007671346385477536
step,-0.018765487034115513
room,-0.013642475739415934
cost,0.012488375283027184
note,0.006261345635327763
administration,-0.01664273458934688
contract,-0.022997141432112317
decision,-0.004562503362053225
worker,-0.005858584264867326
production,0.01082394976074264
town,-0.0025285308374226223
candidate,-0.031507646649831175
special,-0.0010413674716856895
private,0.015437867832144214
credit,0.005048383173497022
fund,-0.016072121169864503
present,0.006918121584918263
stage,-0.010780348510561857
bad,-0.0330979002605407
hand,-0.017515118251074168
sale,-0.01823776839190482
hit,0.011371334274812593
file,-0.010861383040800098
lawyer,0.009181489623830178
annual,-0.007337461972003635
foreign,-0.011715633019467627
post,-0.03235076822053662
care,-0.01470125096907765
trial,0.025012221136474645
decide,0.005721584320413526
visit,0.009577275507913251
white,-0.011484994854754777
drive,-0.005953713489135664
score,0.021080938152769416
figure,-0.023184371951474162
test,-0.004190439730225585
act,-0.014492268393517145
americans,-0.0091888012781594
authority,-0.00757716684101588
stop,-0.029893040546651737
dance,-0.0037660859792622067
low,-0.014118078585064139
publish,0.030076829637355692
plant,0.01800486478593034
study,-0.0061909437498897475
heart,0.035875541446057445
title,-0.004480068165690899
artist,-0.005335915780435272
nations,0.020574598605302943
word,-0.0021168551018901196
drug,-0.00670742585764016
read,-0.04898116054721273
accuse,-0.01386659645184606
watch,-0.02873879899618614
full,-0.03270761004524066
period,0.0001996302768615769
local,-0.007594122676235046
free,-0.019707536003120245
governor,0.006578776081126509
store,-0.013384648729637483
arrest,0.019018245543395006
form,-0.01793859296953091
football,0.0045062557331941155
food,-0.019568645407210112
prime,0.0002546282906443968
future,-0.003678368172084954
ceremony,-0.011916787186034386
press,-0.037748784643006454
career,-0.0018571352669347456
college,-0.01734762670153173
dollar,-0.03670856205462432
field,-0.01323070078272758
dont,-0.047461260919563195
join,0.008013994255158006
brother,0.0410447338708493
term,0.0315737226640221
gov,-0.0066103597125116865
senior,-0.005500525033480678
mile,0.018620378581171333
information,0.012244575779123806
foot,0.005997857094470797
championship,0.015175284533320677
district,-0.02306480949771377
light,0.005743259299323809
manager,-0.003392088548107
design,-0.03378519337174673
award,-0.014131841094446337
community,0.029548521940497598
rev,0.009249793259397992
lot,-0.026440868324277483
thousands,0.00012959645321312637
project,0.016704060818371655
budget,-0.02957962349782797
real,0.00802154597753918
unit,-0.014043512558205296
economy,-0.01926528119419724
water,-0.002854585176814719
parent,-0.01783242114880404
carry,0.009210345965306208
add,-0.010238659011960404
role,0.010731313534245262
product,-0.011769406369778895
restaurant,-0.02281043133198293
debate,-0.0165463696573949
side,0.016571090529257412
propose,0.008443270627405876
involve,-0.03218126790923825
hard,-0.005471169895421605
conference,-0.038508517020897436
festival,-0.01908894139804436
air,0.011443984236319059
computer,-0.025966114011529536
owner,-0.005510751401408058
round,-0.014904919558126816
draw,-0.016883987157658504
concert,-0.03001049547478086
space,-0.003458093150080667
fail,0.012559224929692223
review,-0.006852870414623522
earnings,0.014682665695655885
video,-0.019495739903807596
funeral,0.045398873081136645
resident,0.003705076255688933
view,-0.005341391913173394
produce,-0.05363951511513207
action,-0.015829689005177807
firm,-0.011314128343837259
investment,0.0001509313069661904
investigation,-0.004382964799041313
person,0.027181327893822074
union,0.0019331485325173633
nuclear,0.0004952605378635433
representative,-0.003482434582389574
challenge,0.021122798174271516
hospital,0.001067907185061726
finance,0.016575076024856066
baseball,-0.010759592859187116
current,-0.022544534968697412
arm,0.002798561450168432
heres,0.042362480442150005
fan,-0.030065048360971743
moment,-0.014325975685347266
organization,0.00683575353357302
feature,-0.0118268160229022
park,-0.0036971663477922334
kind,-0.004688354264006344
travel,-0.023697199664959753
position,-0.003917558026762654
operate,0.008388610041856192
sit,-0.006791402429309972
attempt,0.022776212030644283
concern,-0.034464878423902834
battle,-0.01968594158851334
approve,0.018886469652797517
british,-0.013237737535013117
describe,-0.00256153400979078
crowd,0.0024132146906182357
version,0.03586596931524296
social,0.021179843407840102
french,-0.004859801828346025
cover,0.008001179132550157
apartment,-0.012737221074170675
human,0.00920272152708933
staff,-0.022740189595634067
capital,0.0050761692449042845
network,-0.01498635204176891
sound,-0.0007072949241866449
theater,0.006448132285006581
retire,-0.031256275724666965
church,0.01681408100307085
tournament,-0.006781921557175604
murder,0.013757254495050006
clear,-0.01938941406645397
complete,0.0035745617294472647
acquire,-0.017553528476375584
drop,0.013324404704731164
demand,0.017926232334754957
wear,-0.009810051329215
arrive,0.023343855447242743
speak,0.006080154164337589
maker,-0.011703584019740188
effect,-0.02014397232800325
land,0.019547781285719573
claim,-0.005056709422438324
strong,0.0017848720844464503
require,-0.01887916520478532
level,-0.0026884115181619772
prepare,-0.01137891883029924
mass,0.0277398244268154
reduce,-0.0010897919598818826
sport,-0.006749595882127181
employee,-0.0006188256925838372
relate,0.024071228657017225
walk,0.0031604474184284918
short,0.024656096535184156
decline,0.00690297567233597
politics,-0.06923966326813889
fashion,-0.017007360034199667
crisis,-0.017937324937450726
promise,-0.02357940601900017
producer,-0.06372294964841656
tour,-0.03461787007326144
sister,0.028166201442170663
media,-0.005815008898050283
attorney,0.001854735978064527
happen,-0.004401975270393398
idea,-0.004124857836495076
debt,6.316342720499365e-05
prison,0.019663601125741913
cup,-0.02215845806455138
block,0.007354529561447219
front,-0.0030586601932246923
net,-0.004336045752676214
basketball,0.0034144334064256207
body,0.017853793699194587
measure,0.007511210965157867
protest,-0.023918710724819617
important,0.020128991138428733
email,-0.0457214846473069
defense,0.009611722568167343
practice,-0.019258121422381883
surprise,-0.011586131223744522
station,0.029552992857799283
benefit,-0.020648839558276427
estimate,-0.020990523122589904
struggle,-0.026734741747525815
deep,0.02056247298956833
proposal,0.018933673619067868
statement,0.011133921006792549
matter,-0.02957105101010802
audience,-0.0025194288551285493
legal,0.024885087537833986
beat,-0.03713690497243613
bear,0.010396223799974631
division,-0.006198726569265056
newspaper,-0.009364246094457839
fourth,-0.01593659365067076
develop,-0.02920502198605577
shop,0.007679709482192361
suggest,0.028101065202226376
extend,0.0419260447502441
link,0.06112126976957352
defeat,0.018944020541900357
reflect,0.016282759674187006
companys,0.014967894839336788
memorial,0.045780510048917415
celebrate,0.015963908096314636
south,0.03191580139202907
limit,-0.017819503785108506
crime,-0.022056494132754793
survive,0.023591465521188203
development,-0.0027516668410223727
dear,0.005093937366003099
seat,-0.036678515698850105
personal,-0.020496180331524526
discontinue,0.010409859248439358
piece,0.010534029924718523
experience,0.015056109714116667
ground,0.0020934174646087276
musical,0.025170633820296395
aid,0.02781898546146517
education,-0.0040875382539633815
russian,-0.0006333374642405866
soviet,0.03293066518850334
represent,-0.0074769027089115125
medical,-0.00348207941734257
citys,0.010117162028884937
warn,0.021611443143449847
match,-0.021571740646680635
democrats,-0.0020666532284182933
writer,-0.012139640738537053
consumer,-0.023816752376334325
appeal,-0.002700400897367018
column,-0.06530542276920398
picture,-0.006697598158183421
west,0.022910316938683537
direct,-0.015428799293046169
popular,0.0003947011077267567
investor,-0.0002750288828821771
signup,-0.04190821619679774
fill,-0.0006902146098756707
remember,0.0015644275692314694
interview,-0.02898416672618805
girl,-0.0014218004844575214
wait,-0.028339717464608748
advertising,-0.042091321013760924
couple,-0.03143640834097028
song,0.0033645797870888723
peace,0.021089755918465035
extraordinary,-0.03320786780905737
states,0.001522631821355445
source,0.015038531637674324
committee,0.013779177895693528
common,-0.026391652597388543
israeli,0.04138469922827262
attention,-0.03128288463039245
prosecutor,0.005851623709639017
spokesman,0.02857987159044906
york,-0.003448702833341953
profit,0.010385386421323398
bar,-0.021314594044604295
class,-0.029352365152086977
collection,-0.02059482822564904
mark,0.01203723497847141
club,-0.0059996656084723935
bid,0.02877499460811262
chance,0.0033845415112606493
republicans,-0.005046418666000414
grand,0.008328536881429519
hundreds,0.004549262948794239
learn,-0.0061862130328229495
letter,0.024130692101726636
sentence,0.010938096750673998
date,0.01120137940656952
theme,0.01574969373407485
memory,-0.0028184676632623694
bond,-0.0033070210302651583
track,-5.3425909111069354e-06
magazine,-0.003263973276054201
total,0.01832762069377284
road,-0.006560172488600562
voter,-0.0009357816203018175
reason,0.0005995477358172977
single,0.01253778543420843
trouble,-0.04260251291920859
gas,0.014397932417622378
section,-0.0004504218338627
boy,-0.003861023594673243
suit,0.014896249869962063
goal,0.016422572386756994
discuss,-0.030359150324994668
search,-0.019400999240881303
region,-0.01762522558642177
message,-0.03755650467329904
primary,0.009870071342568955
rabbi,-0.0070398946568430015
champion,-0.025825954897121795
focus,-0.0003820630841809639
cash,-0.0032730902437312216
north,-0.0031366384461315945
coronavirus,-0.05841227250594574
civil,-0.021464706648132447
guide,-0.030818120096934156
suffer,0.002270672294792825
gather,-0.008530387631071817
energy,0.025917971240450904
fact,0.006778657368969644
expert,-0.02209727757248722
tie,-0.0010721388789789537
finish,-0.005034312587900567
subject,0.009762148445848074
exchange,0.039192726044979254
band,-0.018963220419977615
technology,-0.022551526749857425
eye,0.0045721387033685985
online,-0.01283486069830933
millions,-0.02528691998896272
teacher,0.007793997345244569
agent,-0.017173831359969735
didnt,-0.04966530689085117
central,0.01104275460168834
trip,0.002503546780600576
department,-0.0004511087371693808
conduct,-0.01598924187676154
answer,-0.016380401008673256
hotel,-0.012044290430190917
chinese,-0.014199351265448214
labor,0.0014145542845334694
enter,0.0200049277376028
scene,0.035128072214185985
evidence,-0.016005081180958496
rest,-0.008427352811297022
mind,0.011289923206766566
inside,-0.021649405015664685
host,-0.05994695699042924
condition,-0.0005494658973828496
reporter,-0.033793802685572416
insurance,-0.011241065369306903
paper,-0.0013465668577015398
grandmother,0.05735344198555167
pick,-0.038366551098951984
fear,0.011050618028314451
damage,0.010669256944069266
commercial,0.004373612388323644
easy,0.0003851492626902389
push,0.006532370297980265
choose,0.008099102548841232
floor,-0.009464577878191287
estate,0.004008276108186099
throw,-0.0028943951048920643
cancer,0.014494303902438672
research,0.02598386445630825
neighborhood,-0.00811533267696043
bomb,0.014216602200151359
sense,-0.03289845990649087
train,-0.0029567720225634623
purchase,0.005607061860656906
jury,0.029357281358674058
loan,0.009876332370140939
threaten,0.014311026610187867
author,-0.008036200586425327
western,0.011874199975346984
apparently,0.017353703810482474
critic,0.019062154237448097
image,0.003330076595716695
broadway,0.012464160284600198
european,-0.030699906407638942
deliver,-0.0009193333012207207
stay,-0.01629482381682051
character,-0.020655941366893592
fine,0.01390799762253386
address,0.017121876851449287
canadian,-0.05762412540153333
graduate,0.01970754929237898
actor,0.006447951836282887
accept,0.006974107020192219
bnet,0.015905274152465107
catch,0.013201728651912494
professional,0.010983964791722473
injure,0.02434815969336659
finally,-0.018885337721015163
dead,0.0017045407070286418
associate,-0.0025183660830237946
global,-0.014193419775005593
justice,0.00339866015306063
speech,-0.0021932639264925047
partner,-0.02151468690081091
door,-0.02672204042449236
sweep,-0.009787714188967424
declare,-0.00842331319711696
weapon,-0.003888545433542261
replace,-0.0025521101481006483
devote,0.0012142730608451398
construction,0.007300919794183452
dispute,-0.021481036002627192
fly,0.001514904724144717
east,-0.013423327532967686
box,0.008737779885934077
advance,0.01901450449351906
worth,-0.009066225204567235
standard,-0.017965866458173135
designer,-0.023420573663060107
border,-0.026482592532397226
museum,-0.013187197510260231
average,-0.016796538145187622
lie,-0.014082166407100128
supply,0.032180349650920786
troop,0.0011589566306950882
detail,-0.005310340348034622
worlds,0.015202021943972757
exhibition,-0.024297269467868816
save,-0.02555380885515686
ban,0.018617993531046446
winner,-0.014279089911148185
pressure,-0.011902923260959776
expand,-0.0002719582300897765
german,-0.018561204842114466
wall,-0.005632732331234972
style,-0.010244609720062914
corporate,-0.006671336802372689
rally,0.008341809454502273
professor,-0.01977178856494742
southern,-0.0052844883746436125
radio,0.027785573803655334
choice,0.012766767244270897
voice,0.008421352500647213
internet,-0.0037313562936383154
property,-0.00925316108603338
grandfather,0.06854268884849285
resign,-0.02153509752501602
crash,-0.004743892018858175
phone,-0.00849735975405714
japanese,0.0050505875234757875
bit,-0.017287341312092155
manage,-0.023371794080983003
criminal,0.013076015334886806
elect,0.018150213487500597
tennis,-0.011215338556287157
process,-0.00917864941725765
poll,-0.0034249883584988243
handle,-0.019665339062316448
investigate,0.02694084331614745
jump,0.03680388634017746
urge,0.03358529650601714
refuse,0.03562196390911096
plane,0.003936800089115717
hall,-0.01957587807239163
cast,0.00742610173659134
flower,0.026173262335060718
amount,0.005921044551643249
risk,0.004210596432461449
giant,-0.007290928117169863
main,0.009668345228052351
web,-0.06011980439707331
emerge,-0.01633428271272164
key,0.008087070717516784
disclose,-0.021416190339171193
wind,0.005535186487537079
gold,0.007971738396345292
revenue,-0.027111909199474128
intend,-0.02841137630101651
misstate,-0.016280065051437635
movement,0.012227794666364374
flight,-0.01150597381210539
spot,-0.01822446688739515
customer,0.019596285267264132
request,0.009523031485527605
comment,-0.04065454848430115
attend,0.03860510801010485
management,-0.011029108903294288
modern,-0.011870216178793747
model,0.0013751901410730602
doctor,-0.01504472366020841
familiar,0.0030124171405336354
reject,0.0192992753259818
establish,0.03218165103266289
telephone,-0.007980690141464507
rock,0.00699540427360919
victim,-0.0007166011754777804
christmas,-0.0046183216055554225
lawsuit,0.01870811843834601
auction,0.011543406644211768
ahead,0.007798111548276771
conservative,0.001115732456447242
red,-0.003046074503633396
truck,0.00863346656740788
approach,-0.004563308689631733
industrial,-0.011020413638271422
potential,0.018010336485047098
delay,-0.0007370415085030779
fiscal,-0.04964469771265407
introduce,-0.009170731382347159
protect,-0.02833308311893278
document,0.002205201753365721
threat,-0.010740465131605198
count,0.0065245337460975
improve,0.014975873947203329
gun,0.005342089402279952
growth,0.00482986538771581
opera,0.02255445634636973
singer,0.0212857803102165
legislation,0.0037835284956265545
suspect,-0.0015500184598431002
patient,-0.02361095350011726
officiate,-0.07422736674396087
soldier,0.003470652939558279
data,-0.0077291820494646505
determine,-0.0072025337351925055
founder,-0.0003716104567765478
nyt,0.09305913480559512
powerful,0.0013104279572384583
asset,-0.02295389474849152
range,0.01495137191620203
earn,-0.0310204873454545
session,0.016995080900809006
sing,0.007366882812351598
competition,-0.021559022176734135
ticket,0.0046732307388743155
negotiation,0.01299799084180369
assistant,0.017632320714388344
playoff,-0.013717872244245685
settle,0.005772008702603089
english,0.0192574132048157
poor,-0.0057947163249660585
contribution,-0.003993384681189968
jazz,0.00904205665021743
table,-0.0026076396329412915
grant,0.05564480678684688
favorite,-0.02588192196245045
guilty,0.0137401041098439
pull,-0.01782958854643421
majority,-0.02556237873249066
activity,0.0011432518209375485
broadcast,-0.016643293826978878
prize,0.005817419490094868
lesson,0.07447714309960596
driver,0.00044733491540855253
blue,-0.03579642074964223
reader,-0.048247527883436975
regular,0.004752099363361933
camp,-0.009778659418018228
debut,0.0031351999185632706
double,0.011447723358443797
photograph,-0.0360378891721882
check,-0.018369705768888304
commissioner,-0.0062432090811475925
devoted,0.055046009756018116
aim,0.012832717250137212
fast,-0.000381437347417591
response,-0.004929716145523527
slow,0.0030019550399782943
explain,-0.003910773190994121
dress,-0.0044248816277588044
pitch,0.0022054219886400205
bafter,0.04719952370508569
ship,0.004972762543962978
opposition,0.0146771179660881
originally,0.06398733392678617
pop,-0.03647991045609867
entire,0.00010398332955065041
touch,-0.01187823532056541
amid,-0.012432807598362336
analyst,-0.0010404184459576412
heavy,-0.014134147637365084
subsidiary,0.01124585010407009
prove,-0.013802355784952217
loving,0.061016239082233956
express,0.004912831814086523
guard,0.0008976048883565251
training,-0.006333921984328426
institution,-0.012279318573126169
doesnt,-0.05067911547915779
natural,-0.0002803083315324662
eastern,0.007688259903410945
countrys,0.02325390017100686
ride,-0.011401315941515316
package,-0.00645654189211621
capture,0.02365240062875788
grandchildren,0.056718813360044945
youre,0.019333527958957403
settlement,-0.009882032338954391
bincluded,-0.10552903115374573
emergency,-0.0020116802788800563
violence,-0.009651893645952165
disease,0.0007042384100248575
rare,0.006647291256500018
secret,-0.0227651099151389
relation,0.027743606926802455
generation,0.01614994957316781
independent,-0.023750073997906043
unusual,0.0076353871771049795
prevent,0.00019489075267893152
assault,0.027073359137084193
sexual,-0.0005545494235858536
stake,0.010960665256073183
material,0.04213921380449185
rival,-0.0074669718384059395
golf,-0.009931214081054443
convention,-0.007228302120287391
wave,0.005285844099001012
bowl,-0.011028543473419455
remove,-0.0026549047383965726
refer,0.0031294856408984237
ball,0.01869912719980645
intelligence,0.01581507804761141
conflict,0.01409540279445327
daily,0.017365939207952798
display,-0.01724859559240659
subway,0.006221866579710373
pound,-0.01085577760047112
draft,0.012912526113335982
newsletter,-0.0012480181823027437
heat,-0.015213171935767949
hot,-0.009049660712897575
university,0.01769536777100941
commission,0.014820268734164485
colleague,-0.009436938098419076
dream,-0.011851334568598949
scientist,-0.004216855803892332
prominent,-0.01444320148100357
abortion,0.013337440931793263
identify,0.007682761095887313
forward,-0.0069220598492939
previous,-0.01058745951265819
original,0.002956803774561704
safety,-0.0044974457728146075
painting,0.008241052903511127
highly,0.04062688086029451
equipment,-0.00516543067754071
longtime,-0.003800726922937912
suspend,-0.015363666676284827
appearance,-0.02151346439830683
middle,0.005201067633526447
nomination,-0.012990238758641364
green,-0.005583646102940651
avoid,-0.008118471669262538
success,0.02031360784822827
jewish,0.014911549923599358
comedy,-0.004152626706619197
traffic,0.009389658214414861
huge,-0.0024690972009508818
airline,0.00140096724090536
buildings,-0.011211039226127891
compare,-0.0055458327123023695
confirm,-0.013389654572388502
contest,-0.01108370389713147
succeed,-0.011535811751673883
services,0.06501951827039451
difficult,0.012896173337768565
drink,-0.024323636649993555
dark,-0.0001646693457690455
teach,0.021861259657276262
card,-0.020101433591391306
significant,0.02555713096336152
tree,-0.009088421457616274
acquisition,0.001550074872863023
collapse,-0.012940344379085327
discover,-0.022298927495945458
true,-0.027988165549546504
injury,-0.004862979731208279
horse,-0.01243231867096573
democrat,0.00921436728410214
window,0.0062321399580413306
hes,-0.03163375826295139
spread,-0.03690554868316304
sort,0.017979957354872875
dinner,0.020881096554875994
dozen,0.01712952733926454
convict,0.0032593020668069397
cable,-0.007057987999582435
italian,-0.015628706544743378
mens,0.005500416999212245
cold,-0.02564402216933981
screen,0.01119288280817671
culture,-0.014119418922930655
quickly,-0.0006997309359018959
classic,-0.010700130948043151
corner,-0.005985348642885857
deny,-0.021019675703545477
panel,-0.014648078267578656
opponent,-0.04162207982455913
musician,0.008517741597696093
print,-0.028270930056508353
county,-0.0013423880531527636
hire,-0.012045525665568725
vehicle,0.003090261750932932
bus,0.027612008764789597
rain,-0.009147826077764133
composer,0.03262105067234901
target,0.0430589055372173
weather,-0.008695083984457749
degree,0.012924536171682134
retirement,-0.018419972242506823
understand,-0.0183881830840286
island,0.007836378430545327
mourn,0.06718350179678031
pair,0.016012413417505963
anniversary,-0.0045899185753504575
drama,0.011512232373282439
dismiss,-0.028005334082244655
item,-0.050380388754306525
announcement,-0.046827998808192536
happy,0.001759021618150019
publisher,0.0042818401775599115
roll,0.006960417149625
politician,-0.007121917278224715
coverage,-0.022206014848136175
abuse,0.015111884284613363
promote,-0.008035159917221002
cultural,-0.0061983025840185975
discussion,0.007116412272569634
approval,0.012540771206857553
enjoy,-0.01685451771953725
roman,-0.022809572623483054
critical,0.03050956341493339
terrorist,0.03955122518798574
treatment,0.0018887882379154527
deficit,0.01360807776390153
rank,-0.030107051970376084
fuel,-0.005799616213134121
wide,0.028732774510790086
passenger,0.014957565508760205
chain,0.0002973955313705609
relationship,0.006149775628566511
marriage,0.033737140873572366
brand,-0.0011778977548593922
era,-0.029654601919723515
additional,0.016798207566723223
storm,-0.004013840653438506
straight,0.021632317896273852
ready,-0.0061073033846108
complex,0.016688216079862376
journalist,-0.016094546347857633
defend,-0.023103662725316863
dog,0.00021993193317083835
warm,0.02221799515985399
yard,0.006887470987442431
eat,-0.005537018286242333
african,0.033555883646100515
pandemic,-0.02911646124944896
shape,-0.012467481929298233
worry,-0.012343408346508943
farm,0.005303601509494441
adviser,-0.028933403610602867
wine,0.004477646278982712
bridge,-0.021453304829125455
diary,-0.029168498826053865
tough,-0.04140664026387604
veteran,0.00807249672735704
womens,-0.015690172781352908
famous,-0.02762842547765008
reveal,-0.006592662569817049
impose,-0.015448127407603004
payment,0.006081296241902968
domestic,0.030357702764192123
appoint,-0.017678289444603236
lack,-0.034723495238138426
missile,0.033098484993789465
soccer,-0.025433516044902345
northern,-0.005428696184146181
due,-0.0037290853364097907
largely,-0.02818512667734036
catholic,-0.01174811880221651
olympic,-0.0025161279855673907
honor,-0.02526941510683207
error,-0.00027953298913863903
effective,-0.01959080517557745
similar,-0.015097058773066817
wrong,0.004989374717286453
rich,-0.02339100914057493
traditional,-0.015346266139646307
times,0.024114301077199612
supporter,0.011160196791485387
gift,-0.017152361241912085
hockey,-0.026188890958095734
respond,0.011250503262304113
fresh,-0.006618337725952583
affair,-0.0028692311631766457
broad,-0.01801257690943234
sex,-0.03529379801821551
dancer,0.011381677011521265
machine,-0.019565674779788506
jail,-0.013054804778897467
camera,0.004403761367331168
treat,-0.02006101884074078
ally,0.002892188617482728
illness,0.008947184549534675
software,0.0018183169974717534
increasingly,-0.029626554039098908
clean,0.01713716236546308
auto,-0.04342130642635526
connection,-0.004042925322581749
fish,0.0012532586551997407
ring,-0.012748194579355838
notice,0.0033923243630448498
aide,0.006255474953294335
color,-0.005919627040151929
marketing,-0.03770889354823462
recommend,-0.007580714057563598
baby,0.019470924553180134
manufacturer,0.027213794752191368
gallery,0.007819221167855064
quiet,0.018757263845756402
stretch,-0.030120397954534223
opportunity,0.020967944019549434
citizen,-0.01319565426013847
lieu,0.033311200804225685
